,text,label,id
124,A team of scientists in Australia said on Wednesday they have successfully developed a lab grown version of the new coronavirus the first to be recreated outside of China in a breakthrough that could help quicken the creation of a vaccine ,0,124
125,A tear slipped down the cheek of Ghanaian German artist Zohra Opoku as she recalled how the global Black Lives Matter had kindled her pain and anger while she was stranded away from home due to coronavirus lockdowns ,1,125
126,A Texas law requires contractors who work for or do business with the state to certify that they do not boycott Israel or Israeli occupied territories ,0,126
127,A three year old girl in China s Jiangsu province died after receiving a rabies vaccination last month an ominous development in light of persistent scandals over low quality and improperly handled vaccines ,1,127
128,A top expert on viruses in the administration Dr Anthony Fauci has been told by the White House not to speak publicly about the emerging coronavirus outbreak without permission according to a report Thursday in the New York Times ,0,128
129,A total of 61 Democrats have signed onto a House Resolution demanding President Trump import five times the number of foreign refugees that have arrived this Fiscal Year ,0,129
130,A transgender California prison inmate who was born male but identifies as female underwent gender reassignment surgery paid for by the state this week in what is believed to be the first such case in the United States her attorneys said Friday ,0,130
131,A transgender woman Suki was beaten up by a group of assailants last week with sticks and plastic pipes in Seremban a town south of the Malaysian capital Kuala Lumpur ,0,131
132,A trio of polls released ahead of Wednesday s Democratic presidential debate showed a majority of Americans support Medicare for All but offered conflicting signals about whether the proposed healthcare overhaul could hurt the party in the November 2020 general election ,1,132
133,A Trump loving white security guard with a racist past shot and killed an unarmed Black man during an unprovoked hotel parking lot attack ,1,133
134,A Twitter account claiming to belong to a national antifa organization and pushing violent rhetoric related to ongoing protests has been linked to the white nationalist group Identity Evropa according to a Twitter spokesperson ,0,134
135,A U S advocacy group calling for tougher gun regulations said on Wednesday it will spend 8 million this year to support the campaigns of Texas politicians who back stronger restrictions on owning firearms ,0,135
136,A U S Food and Drug Administration official on Wednesday pointed to the spread of the new coronavirus to six of the world s seven continents as he warned of the potential for a global pandemic ,0,136
137,A U S official speaking on condition of anonymity confirmed that a range of options were under discussion but that it had not yet reached the level of Trump s top national security team or been taken to the president ,0,137
138,A vaccine is not a requirement for holding next year s postponed Olympics and Paralympics the CEO of the Tokyo Games said Friday ,0,138
139,A victory by Biden and his vice presidential running mate Kamala Harris who favor increased gun regulation could further stoke demand for firearms and shares of firearms makers particularly if Democrats wrest control of the Senate from Republicans giving them majorities in both houses of Congress and making it easier to approve legislation ,0,139
140,A woman who was the victim of a brutal gang rape attack in 2007 has spoken out about her ordeal and her attacker not being deported thanks to passengers aboard his flight ,0,140
141,A year after a Democratic wave swept an unprecedented number of women and people of color into higher office all across America and at a time when Trump s approval rating is cratering women should not be afraid of nominating another woman to drive Trump and his brand of pig headed patriarchy out of the Oval Office ,1,141
142,A young slender woman with a sign reading End All Violence stood at the doors and pleaded with the looters to stop ,1,142
143,A California rock known for being a canvas for local artists became the site of a neighborhood battle after Black Lives Matter artwork was painted over multiple times this past week according to a report on Monday ,0,143
144,A Minnesota man in his 60s who attended the Sturgis Motorcycle Rally in South Dakota last month has died from COVID 19 health officials said Wednesday ,0,144
145,ABC 7 reported that the shootings began about 6 p m Friday and continued until just before midnight Sunday ,0,145
146,ABC News anchor George Stephanopoulos cut off President Donald Trump on Tuesday during an egregious string of lies about health care at an event with voters ,1,146
147,Abortion ends lives hurting women and preborn children ,0,147
148,Abortion is a savage act of violence against innocent children ,1,148
149,Abortion is not healthcare Healthcare preserves human life Abortion destroys it ,1,149
150,Abortion is not justice in fact it s the ultimate act of oppression and we re gonna take a stand for the voiceless children scheduled to die at Planned Parenthood today ,1,150
151,Abortion propaganda was always meant to obscure the reality of abortion not justify it ,1,151
152,Abortion rights advocates worry this could make it more difficult for women to get access to abortion through the courts or that it could lead to criminalizing contraception or in vitro fertilization ,0,152
153,Abortionists who prey on desperate people should no longer receive your hard earned tax dollars ,1,153
154,About half of the dozen top tier of Democratic hopefuls vying for the nomination have endorsed some form of Medicare for All according to a Reuters analysis of campaign positions ,0,154
155,Abu Othman like thousands of Kuwaiti men has struggled to split his time between two wives living in separate homes amid the Gulf state s strict lockdown to combat the coronavirus ,0,155
156,According to a report released last year around one quarter of Germans now come from migrant backgrounds with the number reaching as high as 40 per cent or more among children under the age of five according to a report released in 2016 ,0,156
157,According to a Washington Post analysis updated on Monday half of people killed by police are white but Black Americans are shot at a disproportionate rate ,0,157
158,According to Lauren Copeland a political science professor at Baldwin Wallace University in Ohio and another person who worked on the Great Lakes Poll public support for Obamacare has continued to grow ,0,158
159,According to Planned Parenthood office in Roanoke Virginia the abortion giant will continue to perform abortion services during the COVID 19 pandemic claiming abortion is an essential medical service ,1,159
160,According to politician Ralph Brinkhaus a member of Chancellor Angela Merkel s Christian Democratic Union CDU a Muslim German Chancellor could be a reality as early as 2030 ,0,160
161,According to the Guardian a survey of 15 British female Olympians found that most feel that allowing transgenders to compete alongside natural born female athletes is likely unfair to the women and they want more research before new rules are made ,0,161
162,According to the latest polling Biden retains the edge in most of the key general election battleground states but his advantage is narrowing ,0,162
163,According to the poll 52 of American adults say they are sympathetic to those who are still gathering to protest the police treatment of minorities especially African Americans about 12 percentage points lower than a similar poll that ran in mid June ,0,163
164,According to white nationalists who promote the Replacement Theory enemies of the white race are seeking to replace whites with non whites in the United States and many other countries ,1,164
165,According to The Guardian many people are fearful of getting tested because of the possible anti LGBT backlash they might receive ,0,165
166,acked by Virginia s first Democratic controlled legislature in over 20 years Governor Ralph Northam vowed this week to push through new gun control laws angering gun rights advocates who plan to respond with a rally of thousands of armed citizens ,0,166
167,Across the United States legislators are attempting to pass laws forcing parents to vaccinate their children and or removing existing exemptions from current vaccine laws ,0,167
168,Activist Dorian Wilde said anti LGBT statements from officials cause stigma and discrimination towards the community and transgender people in particular have to bear the brunt of the hatred due to their visibility ,0,168
169,Activists for untrammeled entrance into the U S by Muslim refugees affixed a banner reading Refugees Welcome to the pedestal of the Statue of Liberty Tuesday ,1,169
170,Activists planning to line California roadways with anti vaccination billboards full of misinformation are paying for them through Facebook fundraisers despite a platform wide crackdown on such campaigns ,0,170
171,Activists frustration has only compounded since Chief Executive Mark Zuckerberg s decision last month to allow two posts by President Trump that many Facebook employees and outside advocates believe broke the company s content rules ,0,171
172,Actor and climate change activist Joaquin Phoenix was spotted at Oscars Party with plastic water bottle after climate change rant ,0,172
173,Actor Idris Elba insists he has been the victim of racism since the moment he was born comparing questions about his experience with racism to asking him how long he has been breathing ,1,173
174,Actress Rosie Perez took the stand in the rape trial of Harvey Weinstein on Friday to bolster the account of friend and fellow actress Annabella Sciorra who said she was raped by the former Hollywood producer in the early 1990s ,0,174
175,Actress turned feminist activist Emily Ratajkowski and her husband are living in prime NYC real estate completely for free according to a new report ,1,175
176,Add to this toxic mix overmagnification by a media eager for pictures the disinformation of Russian troll farms plus the president s own tweets and public remarks ,1,176
177,Advertisements for more than 400 brands including Coca Cola and Starbucks vanished from Facebook on Wednesday after the failure of last ditch talks to stop a boycott over hate speech on the site ,0,177
178,African American women played a major role in obtaining the right to vote even though many of them would not truly enjoy the right themselves to the same extent until decades later ,0,178
179,After a surge of enthusiasm that pushed Pete Buttigieg to the top of the field in November the former South Bend Indiana mayor has faded falling 9 percentage points to land behind both Sanders and Sen Elizabeth Warren ,0,179
180,After a two month shutdown professional sports slowly began to re emerge from under the COVID 19 cloud during the weekend as several events returned to television all without fans in attendance ,0,180
181,After all America s commander in chief does have the authority at his sole discretion to order the launch of weapons from the vast U S nuclear arsenal ,0,181
182,After all not only was the intrepid all controlling all seeing hero of their meta theory Donald Trump roundly defeated at the polls but the anonymous persona at the center of the cult has dropped from sight ,1,182
183,After all our present administration however unhinged hardly launched this madness President Trump s rash risky and repugnant decision to assassinate Iranian Major General Qassem Suleimani on the sovereign soil of Iraq was only the latest version of what has proven to be a pervasive state of affairs ,1,183
184,After all who else are they going to find who would be willing to just openly gaslight members of Congress telling them not to believe the evidence of the dead in Pittsburgh and Christchurch and El Paso and many other mass killing sites by wielding her blackness like a shield ,1,184
185,After being forced to issue a humiliating apology for urging doctors to wash hands and wear protective gear Li died allegedly of Chinese coronavirus infection in February ,1,185
186,After days of mounting pressure the top soccer clubs in Britain said Friday they would ask their players to take a 30 percent pay cut as the sport grapples with the damaging fallout from the coronavirus crisis ,0,186
187,After Donald Trump won the presidency in 2016 and the left wing terrorists in Antifa took to the streets everything changed again ,1,187
188,After Donald Trump s outrageous photo op in which he used federal police to attack peaceful protesters so that he could walk to a church to hold up a Bible others noted how inappropriate it was for General Mark Milley the current chairman of the Joint Chiefs of Staff to not only be tailing behind Donald Trump during this publicized stunt but to be wearing his battle fatigues something extremely inappropriate for the setting ,1,188
189,After dozens of mass shootings in recent years however including at schools like the February 2018 massacre in Parkland Florida that left 17 dead curbing gun violence has become a component of the Democratic policy platform embraced by congressional and presidential candidates ,0,189
190,After Dr Ulrich Klopfer died in rural Crete Illinois on Sept 3 authorities found 2 246 medically preserved fetal remains in his home ,0,190
191,After health officials near Portland Oregon declared a public health emergency over a measles outbreak that affects mostly young children the viral infection continues to spread ,0,191
192,After months of the president claiming that voting by mail will lead to fraud and a rigged election the poll finds that 83 of Republicans say they are at least somewhat concerned that mail in voting will lead to voter fraud ,0,192
193,After more than a week of George Floyd protests thousands of New Yorkers gathered Saturday for another day of demonstrations against police brutality and racial equality in the U S ,0,193
194,After President Donald Trump s news conference on a positive jobs report Friday morning the mainstream media contorted a quote from the president to falsely convey he thinks George Floyd is happy about the jobs numbers ,1,194
195,After receiving permission from Israel to visit her grandmother in the occupied West Bank on humanitarian grounds Rep Rashida Tlaib decided Friday morning to forego the trip calling the restrictions an example of oppressive conditions that represent everything the congresswoman stands against ,0,195
196,After regaining control of the House of Representatives in the 2018 midterm elections some Democratic lawmakers have been calling for higher taxes on the wealthy ,0,196
197,After spending the past three months rehabilitating from arthroscopic surgery on his right knee Williamson struggled to find his shot during the first three quarters during which he played a little less than 12 minutes ,0,197
198,After Stephen Miller s white nationalist views outed Latinos ask where s the GOP outrage ,1,198
199,After Steve King s offensive implication that white people own Western civilization Chris Hayes predictably responded with an idiotic remark about Western civilization giving us Hitler ,1,199
200,After that phone call police asked the couple to come in for questioning prompting them to flee Saudi Arabia a country long known for draconian laws against homosexuality ,1,200
201,After the airstrike that killed Iranian Gen Qasem Soleimani there were reports that U S Customs and Border Patrol detained dozens of people at the Blaine Washington port of entry over the weekend ,0,201
202,After the first Black president Barack Obama was elected in 2008 the number of hate groups ballooned Miller Idriss said just as Ku Klux Klan activity grew again after the 1954 Brown v Board of Ed decision desegregating schools and during the 1960s civil rights movement ,1,202
203,After the murder of George Floyd provoked civil unrest Donald Trump and the Republican leaders of Congress bloviated extensively about law and order ,1,203
204,After threatening Iran in a series of tweets hours earlier Trump seemed eager to lower tensions ,0,204
205,After too many episodes ramming down their throats that racism is wrong the British Empire was bad homosexuality is great Victorian history looked like one great big United Colours of Benetton advert and that a female Doctor is better than a white male one the series s viewers have been abandoning it in their droves ,1,205
206,After tremendous pressure on the Department of Homeland Security Miller is advancing his agenda of not just blocking migrants from entering the country illegally but making life in the U S so unbearable for legal immigrants that they leave the country ,1,206
207,After Trump spoke doctors and health experts urged people not to drink or inject cleaning agents ,0,207
208,After walking off following another hardcourt loss to Novak Djokovic allowing Serbia to level the final after Roberto Bautista Agut won the opening singles for Spain Nadal urged the men s tour and the sport s international governing body to form one major team tournament ,0,208
